Image, Stomata, z Position, Detection Confidence, BoundingBox, Classification, Classification Confidence, Pore Length Keypoints, Pore Length Conf, Pore Length, Pore Width, Pore Width Coordinates, Area, Aperture Confidence,  Aperture Polygon, 
10_Col0_2_25.tif, 0, 20, 0.772, [[     882.23      445.77      1014.1       551.6]], closed, 1.0, "[(97.4615707397461 34.376434326171875) (38.69495391845703 72.07077026367188)]", "[[    0.99864     0.99905]]", 69.81674737761219, 0, N/A, 0, N/A, N/A
10_Col0_2_25.tif, 1, 17, 0.698, [[     971.47      566.51      1060.2      654.57]], closed, 1.0, "[(52.79381561279297 31.97224235534668) (35.86660385131836 54.448299407958984)]", "[[    0.99548      0.9937]]", 28.13722869527288, 0, N/A, 0, N/A, N/A
10_Col0_2_25.tif, 2, 18, 0.8, [[       1048      259.92        1126      377.23]], closed, 0.947, "[(26.662288665771484 62.34920120239258) (35.598262786865234 70.30591583251953)]", "[[    0.84235     0.72483]]", 11.964988140325653, 0, N/A, 0, N/A, N/A
10_Col0_2_25.tif, 3, 20, 0.775, [[     686.14      791.23      765.61      903.75]], closed, 1.0, "[(47.07062530517578 32.87279510498047) (32.70256805419922 78.71382141113281)]", "[[    0.96775     0.97659]]", 48.03999127777493, 0, N/A, 0, N/A, N/A
10_Col0_2_25.tif, 4, 32, 0.674, [[      33.66      226.87       130.9      339.93]], open, 0.826, "[(45.253753662109375 33.984554290771484) (61.42264938354492 85.00997924804688)]", "[[    0.97783     0.96489]]", 53.52594866904462, 5.634175007345316, "[(48.48748533360409 61.03436033360409) (53.85845364358526 59.33241220672929)]", 216.823, 0.708, "[(43.44791793823242 39.32291793823242) (43.44791793823242 52.96354293823242) (44.96354293823242 52.96354293823242) (45.97395706176758 53.97395706176758) (45.97395706176758 54.984375) (46.47916793823242 55.48958206176758) (46.47916793823242 56.5) (46.984375 57.00520706176758) (46.984375 57.51041793823242) (47.48958206176758 58.015625) (47.48958206176758 59.02604293823242) (47.99479293823242 59.53125) (47.99479293823242 60.54166793823242) (48.5 61.046875) (48.5 61.55208206176758) (49.00520706176758 62.05729293823242) (49.00520706176758 63.06770706176758) (49.51041793823242 63.57291793823242) (49.51041793823242 64.58333587646484) (50.015625 65.08853912353516) (50.015625 66.09896087646484) (50.52083206176758 66.60416412353516) (50.52083206176758 67.109375) (51.02604293823242 67.61458587646484) (51.02604293823242 68.11978912353516) (52.03645706176758 69.13021087646484) (52.03645706176758 69.63541412353516) (52.54166793823242 70.140625) (52.54166793823242 70.64583587646484) (53.046875 71.15103912353516) (53.046875 71.65625) (53.55208206176758 72.16146087646484) (53.55208206176758 72.66666412353516) (54.05729293823242 73.171875) (54.05729293823242 73.67708587646484) (54.5625 74.18228912353516) (54.5625 74.6875) (56.078125 76.203125) (56.078125 76.70833587646484) (58.09895706176758 78.72916412353516) (58.60416793823242 78.72916412353516) (59.109375 79.234375) (59.109375 81.25521087646484) (61.13020706176758 81.25521087646484) (61.13020706176758 74.18228912353516) (59.61458206176758 74.18228912353516) (59.109375 73.67708587646484) (59.109375 73.171875) (58.60416793823242 72.66666412353516) (58.60416793823242 71.15103912353516) (58.09895706176758 70.64583587646484) (58.09895706176758 69.63541412353516) (57.59375 69.13021087646484) (57.59375 68.11978912353516) (57.08854293823242 67.61458587646484) (57.08854293823242 67.109375) (56.58333206176758 66.60416412353516) (56.58333206176758 65.59375) (56.078125 65.08853912353516) (56.078125 64.58333587646484) (55.57291793823242 64.078125) (55.57291793823242 63.57291793823242) (55.06770706176758 63.06770706176758) (55.06770706176758 62.5625) (54.5625 62.05729293823242) (54.5625 61.046875) (54.05729293823242 60.54166793823242) (54.05729293823242 59.53125) (53.55208206176758 59.02604293823242) (53.55208206176758 58.015625) (53.046875 57.51041793823242) (53.046875 57.00520706176758) (52.54166793823242 56.5) (52.54166793823242 55.48958206176758) (52.03645706176758 54.984375) (52.03645706176758 54.47916793823242) (51.53125 53.97395706176758) (51.53125 52.96354293823242) (51.02604293823242 52.45833206176758) (51.02604293823242 51.953125) (50.52083206176758 51.44791793823242) (50.52083206176758 50.94270706176758) (50.015625 50.4375) (50.015625 49.93229293823242) (49.51041793823242 49.42708206176758) (49.51041793823242 48.921875) (49.00520706176758 48.41666793823242) (49.00520706176758 47.40625) (47.99479293823242 46.39583206176758) (47.99479293823242 45.890625) (47.48958206176758 45.38541793823242) (47.48958206176758 44.88020706176758) (46.984375 44.375) (46.984375 43.86979293823242) (46.47916793823242 43.36458206176758) (46.47916793823242 42.859375) (45.46875 41.84895706176758) (45.46875 39.32291793823242) (43.44791793823242 39.32291793823242)]"
10_Col0_2_25.tif, 5, 34, 0.398, [[     189.31      643.63       270.1      751.13]], open, 0.959, "[(0.0 0.0) (0.0 0.0)]", "[[    0.14724     0.15192]]", 0.0, N/A, N/A, 427.497, 0.77, "[(40.01785659790039 33.75) (40.01785659790039 35.19643020629883) (39.53571701049805 35.67857360839844) (39.53571701049805 36.16071319580078) (37.125 38.57143020629883) (35.67857360839844 38.57143020629883) (35.67857360839844 56.89285659790039) (37.125 56.89285659790039) (37.60714340209961 57.375) (37.60714340209961 59.30357360839844) (37.125 59.78571701049805) (35.67857360839844 59.78571701049805) (35.67857360839844 65.08928680419922) (37.125 65.08928680419922) (38.08928680419922 66.05357360839844) (38.08928680419922 67.01786041259766) (38.57143020629883 67.5) (38.57143020629883 67.98214721679688) (39.05357360839844 68.46428680419922) (39.05357360839844 69.91071319580078) (45.80357360839844 69.91071319580078) (45.80357360839844 67.98214721679688) (46.28571701049805 67.5) (46.28571701049805 66.53571319580078) (46.76785659790039 66.05357360839844) (46.76785659790039 65.08928680419922) (47.25 64.60714721679688) (47.25 63.64285659790039) (47.73214340209961 63.16071701049805) (47.73214340209961 61.71428680419922) (48.21428680419922 61.23214340209961) (48.21428680419922 59.78571701049805) (48.69643020629883 59.30357360839844) (48.69643020629883 58.33928680419922) (49.17857360839844 57.85714340209961) (50.625 57.85714340209961) (50.625 45.32143020629883) (49.17857360839844 45.32143020629883) (48.69643020629883 44.83928680419922) (48.69643020629883 42.91071701049805) (48.21428680419922 42.42857360839844) (48.21428680419922 40.98214340209961) (47.73214340209961 40.5) (47.73214340209961 39.53571701049805) (47.25 39.05357360839844) (47.25 38.57143020629883) (46.76785659790039 38.08928680419922) (46.76785659790039 37.125) (46.28571701049805 36.64285659790039) (46.28571701049805 36.16071319580078) (45.80357360839844 35.67857360839844) (45.80357360839844 33.75) (40.01785659790039 33.75)]"
0_Col0_3_87.tif, 0, 2, 0.386, [[     1040.4      569.54      1138.8      681.13]], premature, 0.819, "[(0.0 0.0) (0.0 0.0)]", "[[     0.2009     0.30425]]", 0.0, N/A, N/A, N/A, N/A, N/A
0_Col0_3_87.tif, 1, 14, 0.318, [[     1304.5      459.36      1343.8      560.56]], premature, 0.576, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
0_Col0_3_87.tif, 2, 16, 0.275, [[     1312.3      914.26      1343.9      1008.8]], closed, 0.67, "[(0.0 0.0) (0.0 0.0)]", "[[  0.0027427   0.0040149]]", 0.0, 0, N/A, 0, N/A, N/A
0_Col0_3_87.tif, 3, 19, 0.708, [[     1298.4      348.33      1343.8      438.69]], premature, 0.873, "[(37.741580963134766 58.67924499511719) (0.0 0.0)]", "[[    0.72562     0.16008]]", 69.76876612635373, N/A, N/A, N/A, N/A, N/A
